,name,sex,age,is_adult,job,class_dept,is_passenger,joined,boat_body,ticketprice,survived
1998,"TU'MAH, Master Jirjis Yūsuf",male,8.0,False,,3rd Class Passenger,True,Cherbourg,C,15.245833333333332,True
1999,"TU'MAH, Miss Mariyam",female,9.0,False,,3rd Class Passenger,True,Cherbourg,C,15.245833333333332,True
2000,"TU'MAH, Mrs Hinnah",female,27.0,True,,3rd Class Passenger,True,Cherbourg,C,15.245833333333332,True
2001,"TUCKER, Mr Gilbert Milligan jr",male,31.0,True,,1st Class Passenger,True,Cherbourg,7,28.5375,True
2002,"TURJA, Miss Anna Sofia",female,18.0,True,,3rd Class Passenger,True,Southampton,15,9.841666666666667,True
2003,"TURKULA, Mrs Hedwig",female,64.0,True,,3rd Class Passenger,True,Southampton,15,9.5875,True
2004,"TURLEY, Mr Richard",male,37.0,True,Fireman,Engineering Crew,False,Belfast,,0.0,False
2005,"TURNER, Mr George Frederick",male,42.0,True,Stenographer,Victualling Crew,False,Southampton,,0.0,False
2006,"TURNER, Mr Leopold Olerenshaw",male,28.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,[23],0.0,False
2007,"TURPIN, Mrs Dorothy Ann",female,26.0,True,Housewife,2nd Class Passenger,True,Southampton,,21.0,False
2008,"TURPIN, Mr William John",male,29.0,True,Carpenter / Joiner,2nd Class Passenger,True,Southampton,,21.0,False
2009,"TURVEY, Mr Charles Thomas",male,17.0,False,Page Boy,Restaurant Staff,False,Southampton,,0.0,False
2010,"TURČIN, Mr Stjepan",male,36.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
2011,"TÖRBER, Mr Ernst Wilhelm",male,41.0,True,Florist,3rd Class Passenger,True,Southampton,,8.05,False
2012,"TÖRNQVIST, Mr Johan Vilhelm Henrik",male,26.0,True,Seaman,3rd Class Passenger,True,Southampton,,0.0,True
2013,"URBINI, Sig. Roberto",male,20.0,True,Waiter,Restaurant Staff,False,Southampton,,0.0,False
2014,"URUCHURTU, Don.Manuel Ramirez",male,39.0,True,Lawyer,1st Class Passenger,True,Cherbourg,,27.72083333333333,False
2015,"VALVASSORI, Sig. Ettore Luigi",male,35.0,True,Waiter,Restaurant Staff,False,Southampton,,0.0,False
2016,"VAN BILLIARD, MasterJames William",male,10.0,False,,3rd Class Passenger,True,Southampton,,14.5,False
2017,"VAN BILLIARD, MasterWalter John",male,9.0,False,,3rd Class Passenger,True,Southampton,[1],14.5,False
2018,"VAN BILLIARD, Mr Austin Blyler",male,35.0,True,,3rd Class Passenger,True,Southampton,[255],14.5,False
2019,"VAN DE VELDE, MrJohannes Josef",male,35.0,True,Farmer,3rd Class Passenger,True,Southampton,,9.5,False
2020,"VAN DEN STEEN, Mr Leo Peter",male,28.0,True,Farmer,3rd Class Passenger,True,Southampton,,9.5,False
2021,"VAN DER BRUGGE, MrWessel Adrianus",male,38.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
2022,"VAN DER HOEF, MrWyckoff",male,61.0,True,Businessman,1st Class Passenger,True,Belfast,[245],33.5,False
2023,"VAN IMPE, Miss Catharina",female,10.0,False,,3rd Class Passenger,True,Southampton,,24.15,False
2024,"VAN IMPE, Mrs Rosalie Paula",female,30.0,True,,3rd Class Passenger,True,Southampton,,24.15,False
2025,"VAN IMPE, Mr Jean Baptiste",male,36.0,True,Farmer,3rd Class Passenger,True,Southampton,,24.15,False
2026,"VAN MELCKEBEKE, MrPhilemon",male,23.0,True,Farmer,3rd Class Passenger,True,Southampton,,9.5,False
2027,"VANDERCRUYSSEN, MrVictor",male,46.0,True,Farmer,3rd Class Passenger,True,Southampton,,9.0,False
2028,"VANDERPLANCKE, MissAugusta Maria",female,18.0,True,Servant,3rd Class Passenger,True,Southampton,,18.0,False
2029,"VANDERPLANCKE, MrJulius",male,31.0,True,Farmer,3rd Class Passenger,True,Southampton,,18.0,False
2030,"VANDERPLANCKE, MrsEmelie Maria",female,31.0,True,,3rd Class Passenger,True,Southampton,,18.0,False
2031,"VANDERPLANCKE, Mr Leo Edmondus",male,15.0,False,Farm Labourer,3rd Class Passenger,True,Southampton,,18.0,False
2032,"VANDEWALLE, Mr Nestor Cyriel",male,28.0,True,Merchant,3rd Class Passenger,True,Southampton,,9.5,False
2033,"VARTANIAN, Mr David",male,22.0,True,,3rd Class Passenger,True,Cherbourg,,7.2250000000000005,True
2034,"VEAL, Mr Arthur",male,36.0,True,Greaser,Engineering Crew,False,Southampton,,0.0,False
2035,"VEAL, Mr James",male,40.0,True,,2nd Class Passenger,True,Southampton,,13.0,False
2036,"VEAL, Mr Thomas Henry Edom",male,38.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,,0.0,False
2037,"VEAR, Mr Henry",male,33.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
2038,"VEAR, Mr William",male,34.0,True,Fireman,Engineering Crew,False,Southampton,[59],0.0,False
2039,"VESTRÖM, Miss Hulda Amanda Adolfina",female,14.0,False,Servant,3rd Class Passenger,True,Southampton,,7.854166666666666,False
2040,"VICAT, Sig. Alphonse Jean Eugene",male,21.0,True,Cook,Restaurant Staff,False,Southampton,,0.0,False
2041,"VIGOTT, Mr Philip Francis",male,32.0,True,Able Seaman,Deck Crew,False,Southampton,13,0.0,True
2042,"VILLVARLANGE, Mr Pierre Léon Gabriel",male,19.0,True,Assistant Soup Cook,Restaurant Staff,False,Southampton,,0.0,False
2043,"VINE, Mr Herbert Thomas Gordon",male,17.0,False,Assistant Restaurant Controller,Restaurant Staff,False,Southampton,,0.0,False
2044,"VIONI, Sig. Roberto",male,25.0,True,Waiter,Restaurant Staff,False,Southampton,,0.0,False
2045,"VOVK, Mr Janko",male,21.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
2046,"VULCHEV, Mr Minko Anghelov",male,26.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
2047,"VÖGELIN-DUBACH, Sig.Johannes",male,35.0,True,Coffee Man,Restaurant Staff,False,Southampton,,0.0,False
2048,"WAELENS, Mr Achille",male,22.0,True,Farm Labourer,3rd Class Passenger,True,Southampton,[140],9.0,False
2049,"WAKE, Mr Percy",male,37.0,True,Assistant baker,Victualling Crew,False,Southampton,,0.0,False
2050,"WALKER, Mr William Anderson",male,48.0,True,,1st Class Passenger,True,Southampton,,34.020833333333336,False
2051,"WALLCROFT, Miss Ellen 'Nellie'",female,36.0,True,Cook,2nd Class Passenger,True,Southampton,14,21.0,True
2052,"WALLIS, Mrs Catherine Jane",female,36.0,True,Matron,Victualling Crew,False,Southampton,,0.0,False
2053,"WALPOLE, Mr James",male,48.0,True,Chief Pantryman Steward,Victualling Crew,False,Belfast,,0.0,False
2054,"WALSH, Miss Catherine",female,42.0,True,Stewardess,Victualling Crew,False,Southampton,,0.0,False
2055,"WARD, Miss Annie Moore",female,37.0,True,Personal Maid,1st Class Passenger,True,Cherbourg,3,512.3291666666667,True
2056,"WARD, Mr Arthur",male,23.0,True,Junior Assistant 4th. Engineer,Engineering Crew,False,Belfast,,0.0,False
2057,"WARD, Mr Edward Bryon",male,34.0,True,Bed Room Steward,Victualling Crew,False,Belfast,,0.0,False
2058,"WARD, Mr James William",male,31.0,True,Leading Fireman,Engineering Crew,False,Southampton,,0.0,False
2059,"WARD, Mr Percy Thomas",male,40.0,True,Bedroom Steward (1st Class),Victualling Crew,False,Belfast,,0.0,False
2060,"WARD, Mr William",male,37.0,True,Saloon Steward,Victualling Crew,False,Southampton,9,0.0,True
2061,"WARDNER, Mr Fred Albert",male,40.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
2062,"WARE, Mrs Florence Louise",female,32.0,True,,2nd Class Passenger,True,Southampton,10,21.0,True
2063,"WARE, Mr Frederick",male,35.0,True,Motor Fitter,3rd Class Passenger,True,Southampton,,8.05,False
2064,"WARE, Mr John James",male,46.0,True,Carpenter / Joiner,2nd Class Passenger,True,Southampton,,21.0,False
2065,"WARE, Mr William Jeffery",male,22.0,True,,2nd Class Passenger,True,Southampton,,10.5,False
2066,"WAREHAM, Mr Robert Arthur",male,37.0,True,Bed Room Steward,Victualling Crew,False,Belfast,[246],0.0,False
2067,"WARREN, Mrs Anna Sophia",female,60.0,True,,1st Class Passenger,True,Cherbourg,5,75.25,True
2068,"WARREN, Mr Charles William",male,31.0,True,Bricklayer,3rd Class Passenger,True,Southampton,,7.55,False
2069,"WARREN, Mr Frank Manley",male,63.0,True,,1st Class Passenger,True,Cherbourg,,75.25,False
2070,"WARWICK, Mr Tom",male,25.0,True,Saloon Steward,Victualling Crew,False,Southampton,,0.0,False
2071,"WATERIDGE, Mr Edward Lewis",male,26.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
2072,"WATSON, Mr Ennis Hastings",male,18.0,True,Apprentice Electrician,2nd Class Passenger,True,Belfast,,0.0,False
2073,"WATSON, Mr William",male,27.0,True,Fireman,Engineering Crew,False,Southampton,[158],0.0,False
2074,"WATSON, Mr William Albert",male,14.0,False,Bell Boy,Victualling Crew,False,Southampton,,0.0,False
2075,"WATT, Miss Robertha Josephine",female,12.0,False,,2nd Class Passenger,True,Southampton,9,15.75,True
2076,"WATT, Mrs Elizabeth",female,40.0,True,,2nd Class Passenger,True,Southampton,9,15.75,True
2077,"WAZNAH, Mr Yūsuf Ahmad",male,23.0,True,Farmer,3rd Class Passenger,True,Cherbourg,,7.2250000000000005,False
2078,"WEATHERSTON, MrThomas Herbert",male,25.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,,0.0,False
2079,"WEBB, Mr Brook Holding",male,50.0,True,Smoke Room Steward (1st class),Victualling Crew,False,Belfast,,0.0,False
2080,"WEBB, Mr Samuel Francis",male,28.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
2081,"WEBBER, Miss Susan",female,38.0,True,,2nd Class Passenger,True,Southampton,12,13.0,True
2082,"WEBBER, Mr Francis Albert",male,30.0,True,Leading Fireman,Engineering Crew,False,Southampton,,0.0,False
2083,"WEBBER, Mr James",male,66.0,True,Miner,3rd Class Passenger,True,Southampton,,8.05,False
2084,"WEIKMAN, Mr Augustus Henry",male,52.0,True,Barber,Victualling Crew,False,Southampton,,0.0,True
2085,"WEIR, Colonel John",male,61.0,True,Mining Engineer,1st Class Passenger,True,Southampton,,26.55,False
2086,"WEISZ, Mrs Mathilde Françoise",female,37.0,True,,2nd Class Passenger,True,Southampton,10,26.0,True
2087,"WEISZ, Mr Léopold",male,37.0,True,Stonemason and Carver,2nd Class Passenger,True,Southampton,[293],26.0,False
2088,"WELCH, Mr William Harold",male,21.0,True,Cook,Victualling Crew,False,Southampton,,0.0,False
2089,"WELLER, Mr William Clifford",male,30.0,True,Able-bodied Seaman,Deck Crew,False,Belfast,7,0.0,True
2090,"WELLS, Master Ralph Lester",male,2.0,False,,2nd Class Passenger,True,Southampton,14,23.0,True
2091,"WELLS, Miss Joan",female,4.0,False,,2nd Class Passenger,True,Southampton,14,23.0,True
2092,"WELLS, Mrs Addie Dart",female,29.0,True,,2nd Class Passenger,True,Southampton,14,23.0,True
2093,"WENDEL, Mr Olof Edvin",male,20.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.854166666666666,False
2094,"WENNERSTRÖM, Mr August",male,27.0,True,,3rd Class Passenger,True,Southampton,A,7.795833333333333,True
2095,"WEST, Miss Barbara Joyce",female,0.8333333333333334,False,,2nd Class Passenger,True,Southampton,11,27.75,True
2096,"WEST, Miss Constance Miriam",female,4.0,False,,2nd Class Passenger,True,Southampton,11,27.75,True
2097,"WEST, Mrs Ada Mary",female,33.0,True,,2nd Class Passenger,True,Southampton,11,27.75,True
2098,"WEST, Mr Edwy Arthur",male,36.0,True,,2nd Class Passenger,True,Southampton,,27.75,False
2099,"WHEADON, Mr Edward Henry",male,65.0,True,Farmer,2nd Class Passenger,True,Southampton,,10.5,False
2100,"WHEAT, Mr Joseph Thomas",male,30.0,True,Assistant Second Steward,Victualling Crew,False,Belfast,11,0.0,True
2101,"WHEELER, Mr Edwin Charles",male,26.0,True,Servant,2nd Class Passenger,True,Southampton,,12.875,False
2102,"WHEELTON, Mr Edenser Edward",male,28.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,11,0.0,True
2103,"WHILEMS, Mr Charles",male,31.0,True,Factory Foreman,2nd Class Passenger,True,Southampton,9,13.0,True
2104,"WHITE, Mrs Ella",female,55.0,True,,1st Class Passenger,True,Cherbourg,8,135.63333333333333,True
2105,"WHITE, Mr Albert",male,17.0,False,Trimmer,Engineering Crew,False,Southampton,,0.0,False
2106,"WHITE, Mr Alfred",male,32.0,True,Greaser,Engineering Crew,False,Southampton,4,0.0,True
2107,"WHITE, Mr Arthur",male,37.0,True,Assistant Barber (1st Class),Victualling Crew,False,Southampton,[247],0.0,False
2108,"WHITE, Mr Edward Joseph",male,27.0,True,Glory hole steward (3rd class),Victualling Crew,False,Southampton,[272],0.0,False
2109,"WHITE, Mr Frank Leonard",male,27.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
2110,"WHITE, Mr Leonard Lisle Oliver",male,32.0,True,Saloon Steward,Victualling Crew,False,Belfast,,0.0,False
2111,"WHITE, Mr Percival Wayland",male,54.0,True,Manufacturer,1st Class Passenger,True,Southampton,,77.2875,False
2112,"WHITE, Mr Richard Frasar",male,21.0,True,,1st Class Passenger,True,Southampton,[169],77.2875,False
2113,"WHITE, Mr William George",male,23.0,True,Trimmer,Engineering Crew,False,Southampton,15,0.0,True
2114,"WHITELEY, Mr Thomas Arthur",male,18.0,True,Saloon Steward,Victualling Crew,False,Southampton,,0.0,True
2115,"WHITFORD, Mr Alfred Henry",male,39.0,True,"Saloon Steward, 2nd Class",Victualling Crew,False,Southampton,,0.0,False
2116,"WICK, Col. George Dennick",male,57.0,True,,1st Class Passenger,True,Southampton,,164.86666666666667,False
2117,"WICK, Miss Mary Natalie",female,31.0,True,,1st Class Passenger,True,Southampton,8,164.86666666666667,True
2118,"WICK, Mrs Mary Peebles",female,45.0,True,,1st Class Passenger,True,Southampton,8,164.86666666666667,True
2119,"WIDEGREN, Mr Carl Peter",male,51.0,True,Seaman,3rd Class Passenger,True,Southampton,,7.75,False
2120,"WIDENER, Mrs Eleanor",female,50.0,True,,1st Class Passenger,True,Southampton,4,211.5,True
2121,"WIDENER, Mr George Dunton",male,50.0,True,Banker,1st Class Passenger,True,Southampton,,211.5,False
2122,"WIDENER, Mr Harry Elkins",male,27.0,True,Bibliophile,1st Class Passenger,True,Southampton,,211.5,False
2123,"WIDGERY, Mr Isaac George",male,37.0,True,Bath Steward,Victualling Crew,False,Southampton,,0.0,True
2124,"WIKLUND, Mr Jakob Alfred",male,17.0,False,General Labourer,3rd Class Passenger,True,Southampton,[314],6.495833333333334,False
2125,"WIKLUND, Mr Karl Johan",male,18.0,True,General Labourer,3rd Class Passenger,True,Southampton,,6.495833333333334,False
2126,"WILDE, Mr Henry Tingle",male,39.0,True,Chief Officer,Deck Crew,False,Southampton,,0.0,False
2127,"WILKES, Mrs Ellen",female,47.0,True,,3rd Class Passenger,True,Southampton,16,7.0,True
2128,"WILKINSON, Mrs Elizabeth Anne",female,30.0,True,,2nd Class Passenger,True,Southampton,16,26.0,True
2129,"WILLARD, Miss Constance",female,21.0,True,,1st Class Passenger,True,Southampton,8,26.55,True
2130,"WILLER, Mr Aaron",male,37.0,True,,3rd Class Passenger,True,Cherbourg,,8.712499999999999,False
2131,"WILLEY, Mr Edward John",male,21.0,True,Farm Labourer,3rd Class Passenger,True,Southampton,,7.55,False
2132,"WILLIAMS, Mr Arthur John",male,42.0,True,Storekeeper (1st Class),Victualling Crew,False,Southampton,,0.0,False
2133,"WILLIAMS, Mr Charles Duane",male,51.0,True,Lawyer,1st Class Passenger,True,Cherbourg,,61.37916666666667,False
2134,"WILLIAMS, Mr Charles Eugene",male,23.0,True,Sportsman,2nd Class Passenger,True,Southampton,14,13.0,True
2135,"WILLIAMS, Mr Fletcher Fellowes Lambert",male,43.0,True,Businessman,1st Class Passenger,True,Southampton,,35.0,False
2136,"WILLIAMS, Mr Howard Hugh",male,28.0,True,Carman,3rd Class Passenger,True,Southampton,,8.05,False
2137,"WILLIAMS, Mr Leslie",male,24.0,True,Pugilist,3rd Class Passenger,True,Southampton,[14],16.1,False
2138,"WILLIAMS, Mr Richard Norris",male,21.0,True,Sportsman,1st Class Passenger,True,Cherbourg,A,61.37916666666667,True
2139,"WILLIAMS, Mr Samuel Solomon",male,28.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
2140,"WILLIAMS, Mr Walter John",male,28.0,True,Saloon Steward (2nd class),Victualling Crew,False,Southampton,,0.0,True
2141,"WILLIAMSON, Mr James Bertram",male,35.0,True,Postal Clerk / Postman,Victualling Crew,False,Southampton,,0.0,False
2142,"WILLIS, Mr William",male,59.0,True,3rd Class Packer Steward,Victualling Crew,False,Southampton,,0.0,False
2143,"WILLSHER, Mr William Aubrey",male,33.0,True,Butcher,Victualling Crew,False,Southampton,,0.0,False
2144,"WILSON, Miss Helen Alice",female,33.0,True,Personal Maid,1st Class Passenger,True,Cherbourg,3,134.5,True
2145,"WILSON, Mr Herbert 'Bertie'",male,28.0,True,Senior Assistant 2nd Engineer,Engineering Crew,False,Belfast,,0.0,False
2146,"WILTON, Mr William Edward",male,53.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
2147,"WINDEBANK, Mr Alfred Edgar",male,38.0,True,Cook,Victualling Crew,False,Southampton,13,0.0,True
2148,"WINDELØV, Mr Einar",male,21.0,True,Dairy Worker,3rd Class Passenger,True,Southampton,,7.25,False
2149,"WINSER, Mr Rowland",male,36.0,True,Steward,Victualling Crew,False,Southampton,,0.0,False
2150,"WIRZ, Mr Albert",male,17.0,False,Farmer,3rd Class Passenger,True,Southampton,[131],8.6625,False
2151,"WISEMAN, Mr Philippe",male,53.0,True,Merchant,3rd Class Passenger,True,Southampton,,7.25,False
2152,"WITCHER, Mr Albert Ernest",male,39.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
2153,"WITT, Mr Henry Dennis",male,37.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
2154,"WITTER, Mr James William Cheetham",male,31.0,True,Smoke Room Steward (2nd Class),Victualling Crew,False,Southampton,,0.0,True
2155,"WITTEVRONGEL, MrCamilius Aloysius",male,36.0,True,Farmer,3rd Class Passenger,True,Southampton,,9.5,False
2156,"WITTMAN, Mr Henry",male,38.0,True,Bathroom Steward (1st Class),Victualling Crew,False,Southampton,[315],0.0,False
2157,"WITTS, Mr William Francis",male,35.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
2158,"WOOD, Mr Henry",male,31.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
2159,"WOOD, Mr James Thomas",male,49.0,True,"Assistant Saloon Steward, 2nd Class",Victualling Crew,False,Southampton,,0.0,False
2160,"WOODFORD, MrFrederick Ernest",male,40.0,True,Greaser,Engineering Crew,False,Southampton,[163],0.0,False
2161,"WOODWARD, Mr John Wesley",male,32.0,True,Musician,2nd Class Passenger,True,Southampton,,0.0,False
2162,"WOODY, Mr Oscar Scott",male,41.0,True,Postal Clerk / Postman,Victualling Crew,False,Southampton,[167],0.0,False
2163,"WOOLNER, Mr Hugh",male,45.0,True,Businessman,1st Class Passenger,True,Southampton,D,35.5,True
2164,"WORMALD, Mr Henry Frederick Charles",male,45.0,True,Saloon Steward,Victualling Crew,False,Southampton,[144],0.0,False
2165,"WORTHMAN, Mr William Henry",male,37.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
2166,"WRAPSON, Mr Frederick Bernard",male,18.0,True,Assistant Pantryman Steward,Victualling Crew,False,Belfast,,0.0,False
2167,"WRIGHT, Miss Marion",female,26.0,True,,2nd Class Passenger,True,Southampton,9,13.5,True
2168,"WRIGHT, Mr Frederick",male,24.0,True,Squash racquet court attendant,Victualling Crew,False,Southampton,,0.0,False
2169,"WRIGHT, Mr George",male,62.0,True,Businessman,1st Class Passenger,True,Southampton,,26.55,False
2170,"WRIGHT, Mr William",male,47.0,True,Glory Hole Steward,Victualling Crew,False,Southampton,13,0.0,True
2171,"WYETH, Mr James Robert",male,25.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
